OSEBuildingID;BuildingType;PrimaryPropertyType;PropertyName;Latitude;Longitude;YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking;PropertyGFABuilding(s);LargestPropertyUseType;ENERGYSTARScore;SiteEnergyUse(kBtu);SiteEnergyUseWN(kBtu);Electricity(kWh)
21737;Multifamily MR (5-9);Mid-Rise Multifamily;Canaday House;47.62271;-122.33258;2010;1;6;49559;0;49559;Multifamily Housing;66;3348280.5;3597549.5;346818.1875
21741;NonResidential;Senior Care Community;Mirabella Seattle;47.61935;-122.33389;2006;1;14;724148;0;724148;Senior Care Community;8;37797084;39120828;6951462
21742;Multifamily LR (1-4);Low-Rise Multifamily;Brewster;47.61957;-122.33261;1916;1;3;24000;0;24000;Multifamily Housing;91;929950.125;988000.5;109635.3984
21745;Multifamily MR (5-9);Mid-Rise Multifamily;Fairway Estates;47.68764;-122.26789;1974;1;7;143539;22098;121441;Multifamily Housing;42;6769769;7316221;964479.6875
21762;Multifamily LR (1-4);Low-Rise Multifamily;BARTON COURT;47.52225;-122.37718;1988;1;3;31499;6198;25301;Multifamily Housing;90;673907.3125;708453.125;197510.9063
21768;NonResidential;Worship Facility;Mars Hill Church West Seattle;47.53439;-122.37699;1957;1;1;23562;0;23562;Worship Facility;96;531737.1875;531737.1875;155843.2031
21770;Multifamily LR (1-4);Low-Rise Multifamily;Fauntleroy Terrace Condominiums;47.55901;-122.38114;1980;1;3;27922;0;27922;Multifamily Housing;81;684739.6875;734111.875;200685.7031
21771;Multifamily MR (5-9);Mid-Rise Multifamily;Pickering Place;47.65904;-122.3418;2001;1;5;53281;16572;36709;Multifamily Housing;98;811703.6875;843143.3125;237896.7031
21772;NonResidential;Small- and Mid-Sized Office;Workshops Seattle Ballard LLC;47.65804;-122.36537;1999;1;4;28844;0;28844;Office;;910718.6875;973080.1875;266916.3125
21774;SPS-District K-12;K-12 School;West Seattle Elementary;47.54176;-122.37349;1988;1;2;54528;0;54528;K-12 School;75;1972078.625;2024296.625;577983.125
21776;Multifamily HR (10+);High-Rise Multifamily;Fifteen Twenty-One;47.60976;-122.33962;2008;1;38;330693;260;330433;Multifamily Housing;47;20781390;21779722;2745096.75
21777;Multifamily HR (10+);High-Rise Multifamily;5th and Madison Condominiums;47.60634;-122.33184;2007;1;42;170000;0;170000;Multifamily Housing;21;8188381;8880813;1329045.125
21783;NonResidential;Warehouse;(ID21783) 601 SOUTH ALASKA;47.56067;-122.32646;1989;1;1;21101;0;21101;Non-Refrigerated Warehouse;;675772.875;819493.125;50327.10156
21784;NonResidential;Refrigerated Warehouse;Sun Food Trading Co;47.56067;-122.32705;1914;1;2;45594;0;45594;Refrigerated Warehouse;75;1351267.875;1329148.25;396033.9063
21785;NonResidential;Other;AM Building;47.55013;-122.33044;1950;1;1;26660;0;26660;Manufacturing/Industrial Plant;;2241280.5;2241280.5;656881.6875
21786;NonResidential;Warehouse;(ID21786) 615 S ALASKA;47.56056;-122.32593;1975;1;1;28126;0;28126;Non-Refrigerated Warehouse;44;870625.8125;966168.625;175372.0938
21787;NonResidential;Warehouse;NWCP-SEA OC Bldg;47.54813;-122.32553;1964;1;1;35000;0;35000;Non-Refrigerated Warehouse;53;378714.4063;378714.4063;110994.7969
21792;NonResidential;Warehouse;OTM 162;47.54948;-122.32536;1962;1;1;26150;0;26150;Non-Refrigerated Warehouse;6;1208407.625;1322416.75;239011.5938
21793;NonResidential;Small- and Mid-Sized Office;5950 6th Avenue S. Building;47.54974;-122.3261;1967;1;2;24000;0;24000;Office;73;1088556.25;1148448.75;319037.5
21794;NonResidential;K-12 School;Peyton;47.64132;-122.31644;1968;1;5;43594;0;43594;K-12 School;38;2478045.5;2699616;370671.8125
21807;Multifamily LR (1-4);Low-Rise Multifamily;(ID21807) 1800 Taylor;47.63547;-122.3456;1948;1;4;40326;0;40326;Multifamily Housing;42;2715249.75;2940266.5;163862.4063
21808;Multifamily MR (5-9);Mid-Rise Multifamily;1805 Bellevue Condominiums;47.618;-122.32711;1995;1;5;26088;0;26088;Multifamily Housing;66;892455.875;962320.1875;157795.7031
21811;Multifamily MR (5-9);Mid-Rise Multifamily;80 south Jackson Condos;47.59942;-122.33459;1900;0;5;48092;0;48092;Multifamily Housing;;1035044.875;1136007.75;303354.3125
21812;Multifamily MR (5-9);Mid-Rise Multifamily;81 Vine Building Condominium;47.61455;-122.35024;1914;1;6;34023;0;34023;Multifamily Housing;;898115.375;928135.625;212143.7031
21813;Multifamily LR (1-4);Low-Rise Multifamily;8501 Crown Hill;47.6909;-122.37175;1980;1;4;45421;0;45421;Multifamily Housing;90;937054.1875;1042649.5;232414.7031
21822;NonResidential;Distribution Center;Care Medical Equipment;47.65791;-122.34274;1912;1;1;28080;0;28080;Distribution Center;;794724.625;892651.125;150355.0938
21824;Multifamily LR (1-4);Low-Rise Multifamily;ELDORADO THE CONDOMINIUM;47.65314;-122.38918;1973;1;4;60601;0;60601;Multifamily Housing;95;924073;994716.875;270830.3125
21825;Multifamily LR (1-4);Other;ELDORADO II;47.65257;-122.38779;1969;1;4;32054;0;32054;Other;;807185.5;877202.3125;236572.5
21826;Multifamily LR (1-4);Low-Rise Multifamily;ElDorado IV Condo;47.65324;-122.38855;1970;1;4;29222;0;29222;Multifamily Housing;54;796351.125;855914.8125;233397.0938
21830;Multifamily MR (5-9);Mid-Rise Multifamily;1111 E Pike;47.61388;-122.31755;2008;1;6;27468;0;27468;Multifamily Housing;;1163748.875;1205873.25;286402.9063
21836;Multifamily LR (1-4);Low-Rise Multifamily;Watermarke Apartments LLC;47.65875;-122.34274;1989;1;4;61227;0;61227;Multifamily Housing;93;1141763.75;1205628.875;334631.8125
21838;Multifamily MR (5-9);Mid-Rise Multifamily;Elliott Bay Condominium;47.62418;-122.3642;1997;1;5;30236;0;30236;Multifamily Housing;65;951675.5;986820.375;278920.0938
21839;Multifamily MR (5-9);Mid-Rise Multifamily;GRIFFIS BELLTOWN APARTMENTS;47.61322;-122.34984;1990;1;5;320651;0;320651;Multifamily Housing;50;7286313.5;7708023;1762815.625
21852;Multifamily LR (1-4);Low-Rise Multifamily;Embassy Row Condo HOA;47.64079;-122.31972;1985;1;3;45235;38;45197;Multifamily Housing;61;980773.375;1044154.875;287448.1875
21859;Multifamily MR (5-9);Mid-Rise Multifamily;Epic Condominium;47.60573;-122.31782;2002;1;6;65604;0;65604;Multifamily Housing;88;1697909.625;1756310.875;497628.8125
21860;Multifamily MR (5-9);Mid-Rise Multifamily;53236 - Equinox Apartments;47.633;-122.32507;2009;1;8;322771;109495;213276;Multifamily Housing;89;8669367;8801917;1397777.125
21862;Multifamily HR (10+);High-Rise Multifamily;Escala;47.61296;-122.33926;2010;1;31;480789;0;480789;Multifamily Housing;86;19897354;21361874;3477144.5
21871;Multifamily LR (1-4);Low-Rise Multifamily;Evanston Square;47.69086;-122.35094;2000;1;4;35837;0;35837;Multifamily Housing;61;1073328.625;1124107.75;314574.5938
21877;Multifamily LR (1-4);Low-Rise Multifamily;Brentwood Square Bldg B;47.72581;-122.35617;1968;1;3;41567;0;41567;Multifamily Housing;84;974305.625;1027513.688;285552.5938
21879;NonResidential;Senior Care Community;HEALTH AND REHAB OF NORTH SEATTLE;47.72618;-122.35642;1954;1;2;51298;0;51298;Senior Care Community;85;5655578;5847878.5;613894.125
21880;Multifamily HR (10+);High-Rise Multifamily;Ida Culver House Broadview;47.72101;-122.35725;1990;1;10;284970;0;284970;Multifamily Housing;77;11828824;12286134;974210.3125
21883;NonResidential;Worship Facility;Shoreline;47.72558;-122.3578;1962;1;1;22047;0;22047;Worship Facility;100;265774.9063;272664.4063;77894.20313
21884;Multifamily LR (1-4);Low-Rise Multifamily;Brentwood Square Apartments  Bldg C & D;47.72687;-122.35607;1967;1;3;116143;0;116143;Multifamily Housing;77;3024478.5;3163785.75;886423.8125
21885;Multifamily LR (1-4);Low-Rise Multifamily;45 North Apartments;47.72762;-122.35611;1976;1;3;44656;0;44656;Multifamily Housing;68;1091162.75;1124381.25;319801.5
21886;Multifamily LR (1-4);Low-Rise Multifamily;Brentwood Square Bldg A;47.72526;-122.35608;1968;1;3;26159;0;26159;Multifamily Housing;76;677536.3125;710284.3125;198574.5
21893;NonResidential;Warehouse;South Park;47.5213;-122.32182;1979;1;1;31600;0;31600;Non-Refrigerated Warehouse;3;3363535.5;3731853.25;478694.5938
21894;NonResidential;Warehouse;821 WEARHOUSE;47.52024;-122.32137;2007;1;1;35289;0;35289;Non-Refrigerated Warehouse;63;876425;1010737.813;143852
21896;NonResidential;Warehouse;PNP Properties Building;47.51899;-122.321;1981;1;1;28920;0;28920;Non-Refrigerated Warehouse;50;1750419;2053772.75;81783.10156
21897;NonResidential;Warehouse;9243 10TH AVE S (ID21897);47.5193;-122.3213;1978;1;1;22176;0;22176;Non-Refrigerated Warehouse;60;736428.625;746905.625;40290
21898;NonResidential;Warehouse;Halfon Candy Company;47.51968;-122.3212;1978;1;1;31300;0;31300;Non-Refrigerated Warehouse;89;362874;398438.5938;64745.89844
21902;NonResidential;Warehouse;Samson;47.51918;-122.31957;1979;1;1;22000;0;22000;Non-Refrigerated Warehouse;14;700627.625;700627.625;205342.2031
21904;NonResidential;Small- and Mid-Sized Office;Northgate Exec Center A;47.70079;-122.32714;1974;1;3;39927;0;39927;Office;38;3568419.5;3832168.5;1045843.813
21905;NonResidential;Other;Seattle Athletic Club;47.69883;-122.32479;1979;1;1;30610;0;30610;Other - Recreation;;4294550;4513728;586162.6875
21907;NonResidential;Medical Office;North Seattle Professional Center;47.70007;-122.32533;1980;1;2;26930;6350;20580;Medical Office;64;1002995;1002995;293961
21909;NonResidential;Medical Office;311 NGT Northgate Med;47.70087;-122.32379;1968;1;2;38745;0;38745;Medical Office;76;2890379;3073612;659899.875
21913;NonResidential;Self-Storage Facility;CORRY'S DRYCLEANING (ID21913);47.66353;-122.29505;1959;1;2;20296;0;20296;Self-Storage Facility;;855665.125;855665.125;250781.0938
21916;NonResidential;Mixed Use Property;Union Bay Plaza;47.66246;-122.29342;1945;1;2;22135;0;22135;Medical Office;;1261634.5;1365716.125;251494.5
21917;NonResidential;Medical Office;Lakeview Medical Building;47.66183;-122.29264;1967;1;3;38378;0;38378;Medical Office;86;1645605.125;1807593.875;213839.4063
21920;NonResidential;Warehouse;Bowman Building 9742;47.66294;-122.29521;1980;1;2;33576;0;33576;Non-Refrigerated Warehouse;64;1275231.75;1466199.875;114338.7031
21921;NonResidential;Supermarket / Grocery Store;Safeway 0488 - 45th St;47.66205;-122.29545;1975;1;1;33005;0;33005;Supermarket/Grocery Store;21;10642754;10821972;2156999.75
21937;Multifamily LR (1-4);Low-Rise Multifamily;Fini Condominium;47.67888;-122.35563;2007;1;4;67910;0;67910;Multifamily Housing;41;1906597;1999808.75;475157.9063
21940;Multifamily LR (1-4);Low-Rise Multifamily;Fireside Lanai Condominiums;47.62753;-122.348;1965;1;3;22208;0;22208;Multifamily Housing;46;570799.8125;620722.1875;167291.7969
21941;Multifamily HR (10+);High-Rise Multifamily;Ellington;47.61631;-122.35209;2000;1;12;264239;29236;235003;Multifamily Housing;33;11258880;12058589;1984024.25
21944;Multifamily HR (10+);High-Rise Multifamily;First Hill Plaza Condominium;47.61105;-122.32263;1982;1;33;231352;0;231352;Multifamily Housing;11;13631685;14869970;2232389
21945;NonResidential;Other;First Hill Plaza Retail Building;47.61074;-122.32259;1981;1;1;20971;0;20971;Parking;;729397.1875;729397.1875;213774.0938
21946;Multifamily MR (5-9);Mid-Rise Multifamily;Fischer Studio Building;47.61019;-122.33859;1913;1;8;43884;0;43884;Multifamily Housing;93;1568382.25;1672884.25;252670.2969
21950;Multifamily MR (5-9);Mid-Rise Multifamily;500 ELLIOTT HOMES CONDOMINIUM;47.6239;-122.36437;2000;1;5;45715;0;45715;NULL;72;1289661.25;1329284.625;377978.0938
21951;Multifamily MR (5-9);Mixed Use Property;507 Northgate;47.70833;-122.32256;2008;1;5;614114;124061;490053;Parking;;10992344;11124158;2608084.5
21954;Multifamily LR (1-4);Low-Rise Multifamily;ML King Family Housing;47.55044;-122.28815;2005;1;4;32038;0;32038;Multifamily Housing;52;1162226.375;1223965.375;282214.3125
21955;NonResidential;Small- and Mid-Sized Office;Magnolia Center;47.63981;-122.39907;1927;1;3;23910;0;23910;Office;;873577.3125;910117.6875;198759.5
21958;Multifamily HR (10+);High-Rise Multifamily;Elektra Condo HOA;47.6122;-122.32976;1957;1;16;151680;0;151680;Multifamily Housing;40;10213132;11115936;755362.875
21964;NonResidential;Worship Facility;(ID21964) BALLARD BAPTIST CHURCH;47.67477;-122.38241;1910;1;2;21765;0;21765;Worship Facility;80;431390.4063;498909;35147.10156
22025;Multifamily LR (1-4);Low-Rise Multifamily;Aros;47.67144;-122.3868;1977;1;3;24032;0;24032;Multifamily Housing;;566878.3125;591716.5;166142.5
22034;Multifamily LR (1-4);Low-Rise Multifamily;Nelson Manor;47.67115;-122.38506;1985;1;4;27553;0;27553;Multifamily Housing;56;780294.875;835416.875;228691.2969
22039;Multifamily MR (5-9);Mid-Rise Multifamily;801 Dexter-True North;47.62666;-122.34265;2014;1;6;305537;0;305537;Multifamily Housing;96;9360612;10003692;1369986.25
22046;Multifamily MR (5-9);Mid-Rise Multifamily;Neptune (8633);47.6276;-122.3421;2005;1;6;373664;113092;260572;Multifamily Housing;94;7450969;7830673;607343
22058;Multifamily LR (1-4);Low-Rise Multifamily;Rianna I & II;47.60941;-122.31636;2000;1;4;209575;59804;149771;Multifamily Housing;29;5950438.5;6051946;1676904.625
22062;Campus;University;Entire Campus;47.61065;-122.31711;1939;1;2;2200000;0;2200000;College/University;;114648520;123205560;18075270
22066;Multifamily LR (1-4);Low-Rise Multifamily;Helen V;47.61269;-122.31524;1909;1;3;24316;0;24316;Multifamily Housing;45;1241355.375;1328345.625;202789.0938
22078;NonResidential;Worship Facility;Immaculate Conception Church;47.6101;-122.30838;1901;1;2;26560;0;26560;Worship Facility;1;1751483.875;1831347.125;178775.7969
22095;NonResidential;Warehouse;Culbertson Warehouse;47.65022;-122.34174;1957;1;2;20140;0;20140;Non-Refrigerated Warehouse;49;116486.6016;116486.6016;34140.30078
22107;Multifamily LR (1-4);Low-Rise Multifamily;Ten-O-Five;47.62517;-122.31919;1930;1;3;38500;0;38500;Multifamily Housing;88;1422406.25;1523328.75;91175.89844
22110;Multifamily HR (10+);High-Rise Multifamily;Gainsborough Condominium;47.61023;-122.32484;1930;1;14;90000;0;90000;Multifamily Housing;87;4369513.5;4837501.5;288494.5938
22113;Multifamily LR (1-4);Low-Rise Multifamily;Galer Gardens Condominium;47.63203;-122.35702;1996;1;4;46184;0;46184;Multifamily Housing;39;1773864.5;1773864.5;519889.9063
22115;Multifamily MR (5-9);Mid-Rise Multifamily;GALLEON APARTMENTS;47.63017;-122.34677;1967;1;5;20598;0;20598;Multifamily Housing;71;629306.8125;673253.5;184439.2969
22116;Multifamily HR (10+);High-Rise Multifamily;Gallery Belltown Condominium;47.61754;-122.35225;2008;1;13;224105;0;224105;Multifamily Housing;;7945081;8275276;1567065.75
22118;Multifamily LR (1-4);Low-Rise Multifamily;PROVIDENCE GAMELIN HOUSE;47.56234;-122.29469;2004;1;4;80155;0;80155;Multifamily Housing;91;1882845.75;1957926.75;351848.6875
22122;Multifamily LR (1-4);Low-Rise Multifamily;Garden Court;47.61631;-122.31165;1929;1;4;58608;6030;52578;Multifamily Housing;72;4220038;4740119.5;200068.2031
22123;Multifamily MR (5-9);Mid-Rise Multifamily;Garden Court on Belmont;47.6206;-122.32368;1994;1;6;32989;0;32989;Multifamily Housing;94;1245197.5;1325460.75;246878.5
22135;Multifamily LR (1-4);Low-Rise Multifamily;Arches Apartments;47.54262;-122.27324;1967;1;3;25174;0;25174;Multifamily Housing;22;878509.5;946794.375;257476.4063
22136;Multifamily LR (1-4);Low-Rise Multifamily;Columbia Place;47.54303;-122.27418;1983;1;4;52228;0;52228;Multifamily Housing;43;1698074.625;1793657.25;497677.0938
22139;NonResidential;Retail Store;King Plaza 7101;47.53846;-122.28305;1992;1;2;38845;0;38845;Retail Store;82;6917280;6917280;964398.125
22142;NonResidential;Supermarket / Grocery Store;Safeway 0219 - Othello St;47.53747;-122.28308;1953;1;1;26092;0;26092;Supermarket/Grocery Store;40;7619445;8071987.5;1466880
22149;SPS-District K-12;K-12 School;John Rogers Elementary;47.70743;-122.28463;1955;1;1;38582;0;38582;K-12 School;85;1848878.5;2054157;213797.4063
22150;Multifamily LR (1-4);Low-Rise Multifamily;Genesee;47.56294;-122.29524;2006;1;4;51405;756;50649;Multifamily Housing;55;1993273;2083151.25;310194.8125
22163;NonResidential;Small- and Mid-Sized Office;THE CHAPMAN BLDG;47.55045;-122.32749;1967;1;1;25500;0;25500;Office;98;1213869.75;1430417.125;58249.60156
22165;NonResidential;Warehouse;(ID22165) MICHIGAN STREET BUILDINGS;47.5478;-122.32307;1961;1;1;41895;0;41895;Non-Refrigerated Warehouse;;1242311.5;1343671;259736.9063
22166;NonResidential;Retail Store;Georgetown Center Bldg A;47.54912;-122.32184;1958;1;2;56193;0;56193;Retail Store;;2497942.75;2580058.5;544827.1875
22170;Multifamily MR (5-9);Mid-Rise Multifamily;Gilmore Apartments;47.61066;-122.33815;2002;1;6;66459;0;66459;Multifamily Housing;41;3040924.25;3112000.5;708283.375
22194;Multifamily LR (1-4);Low-Rise Multifamily;Sixty Five;47.67504;-122.37529;1986;1;4;44957;0;44957;Multifamily Housing;71;926261.1875;990882.875;271471.5938
22210;Multifamily LR (1-4);Low-Rise Multifamily;1425;47.67284;-122.37513;1991;1;4;42401;0;42401;Multifamily Housing;90;1050982;1135590.25;308025.1875
22223;NonResidential;K-12 School;St. Alphonsus School;47.6712;-122.37568;1922;1;3;35448;0;35448;K-12 School;97;1379932.5;1632148.75;82224.29688
22230;NonResidential;Supermarket / Grocery Store;BALLARD MARKET (ID22230);47.66986;-122.37418;1966;1;1;29214;0;29214;Supermarket/Grocery Store;8;9336239;9558542;1825111.625
22238;Multifamily LR (1-4);Low-Rise Multifamily;Market Terrace;47.66839;-122.37155;1980;1;3;31792;0;31792;Multifamily Housing;67;696605;721215.875;204163.2031
22239;Multifamily LR (1-4);Low-Rise Multifamily;Gilman Court;47.6681;-122.3716;1996;1;4;30854;0;30854;Multifamily Housing;14;1014405.375;1093846.875;297305.1875
22240;NonResidential;Supermarket / Grocery Store;Safeway 1477 - Market St;47.66828;-122.37428;2000;1;1;89103;43035;46068;Supermarket/Grocery Store;34;14029480;14473242;2288399.75
22252;NonResidential;Other;1415 NW 52nd;47.66621;-122.37502;1961;1;1;32000;0;32000;Other - Recreation;;1331122.125;1527101.375;160794.5938
22259;NonResidential;Mixed Use Property;Building C;47.66389;-122.37307;1910;1;2;31140;0;31140;Other;;935580.3125;1111093;68761.20313
22261;NonResidential;Warehouse;Building B;47.6644;-122.37246;1975;1;3;41478;0;41478;Non-Refrigerated Warehouse;3;3035962.25;3287502;527369
22264;NonResidential;Warehouse;Building A;47.66411;-122.37185;1980;1;1;39840;0;39840;Non-Refrigerated Warehouse;2;752104;774360;220429.0938
22267;Multifamily LR (1-4);Low-Rise Multifamily;LAUREN MAY;47.67151;-122.38454;1928;1;4;24828;0;24828;Multifamily Housing;28;2159932;2437909;76097.60156
22279;Multifamily LR (1-4);Low-Rise Multifamily;Kristine Apartments;47.67117;-122.38422;1987;1;4;43380;0;43380;Multifamily Housing;69;792734.8125;846765.625;232337.2031
22282;Multifamily LR (1-4);Low-Rise Multifamily;Schwabacher House;47.67136;-122.37982;1984;1;4;36248;0;36248;Multifamily Housing;67;982332.8125;1040502.188;287905.1875
22290;Multifamily LR (1-4);Low-Rise Multifamily;Sunrise Manor;47.67042;-122.37749;1985;1;4;26347;0;26347;Multifamily Housing;30;907758.5;969859.6875;266048.8125
22294;Multifamily MR (5-9);Mid-Rise Multifamily;BALLARD RETIREMENT MANOR;47.67043;-122.37975;1989;1;5;53041;0;53041;Multifamily Housing;83;2274920.5;2372449;310933.5938
22299;Multifamily MR (5-9);Mid-Rise Multifamily;On the Park Apartments;47.67055;-122.38672;2009;1;8;447755;121280;326475;Multifamily Housing;67;18011944;18792274;4303032
22308;Multifamily MR (5-9);Mid-Rise Multifamily;Ballard House;47.66967;-122.38966;1969;1;7;52926;0;52926;Multifamily Housing;17;2979413.5;3194926.25;728212.5
22312;Nonresidential COS;Other;The Seattle Public Library - Ballard Branch;47.66984;-122.3842;2004;1;1;30576;15576;15000;Library;;1533245.75;1642173.75;272578.4063
22314;Multifamily MR (5-9);Mid-Rise Multifamily;ID22314;47.66994;-122.38124;1999;1;6;46070;0;46070;Multifamily Housing;91;887022.875;917842.6875;259971.5
22323;Multifamily MR (5-9);Mid-Rise Multifamily;Landmark Apartments;47.66923;-122.38046;1993;1;6;40740;0;40740;Multifamily Housing;;694903.8125;718974.6875;203664.5938
22327;NonResidential;Other;Ballard Masonic Center;47.66894;-122.38242;1924;1;2;21528;0;21528;Social/Meeting Hall;;306911.0938;330300.5;61522.30078
22332;NonResidential;Other;Ballard Square;47.66908;-122.38627;1928;1;2;30000;0;30000;Strip Mall;;1094940.75;1115775.5;285920.5
22334;Multifamily MR (5-9);Mid-Rise Multifamily;Leva on Market;47.66842;-122.37834;2008;1;8;243928;0;243928;Multifamily Housing;88;6914839.5;7237750.5;493572
22339;Multifamily MR (5-9);Mid-Rise Multifamily;511 W Mercer Place Condominium;47.6249;-122.36459;2003;1;5;28879;0;28879;Multifamily Housing;;524144.6875;537283.6875;153618
22340;Multifamily LR (1-4);Low-Rise Multifamily;515 1st Avenue Condos;47.62374;-122.35829;1997;1;4;20406;0;20406;Multifamily Housing;;584545.625;602353.875;106895.5
22347;Multifamily MR (5-9);Mid-Rise Multifamily;The Fix Building ID22347;47.60846;-122.34167;1910;1;6;34909;0;34909;Multifamily Housing;90;726124.625;782693.5;212814.9063
22351;Multifamily MR (5-9);Mid-Rise Multifamily;Florentine;47.59731;-122.33369;1909;1;6;201656;0;201656;Multifamily Housing;75;4059424.75;4237046;1189749.25
22352;Multifamily LR (1-4);Low-Rise Multifamily;Florera Apartments;47.67903;-122.32412;2007;1;4;82486;0;82486;Multifamily Housing;65;1191189.25;1203515.25;349117.5938
22353;Multifamily LR (1-4);Low-Rise Multifamily;Parkway Apartments;47.53558;-122.27061;1959;1;3;45201;0;45201;Multifamily Housing;60;1445538.625;1504915.75;423663.0938
22354;Multifamily LR (1-4);Low-Rise Multifamily;Fontanelle Apartments;47.53628;-122.27074;1962;1;3;43330;0;43330;Multifamily Housing;47;1332927.125;1390342.875;390658.5
22356;Multifamily LR (1-4);Low-Rise Multifamily;Fortune View Condos;47.6182;-122.30779;1996;1;3;32112;0;32112;Multifamily Housing;99;564988.8125;606861.3125;131867.2031
22361;Multifamily MR (5-9);Mid-Rise Multifamily;41ST AVENUE CONDOMINIUM (ID22361);47.5595;-122.3839;2005;1;5;29888;0;29888;Multifamily Housing;60;1049436.25;1119276.625;218604.4063
22363;Multifamily LR (1-4);Low-Rise Multifamily;Forte Condominium;47.71965;-122.31877;1988;1;4;47647;0;47647;Multifamily Housing;;0;0;0
22371;Multifamily HR (10+);High-Rise Multifamily;420 Melrose;47.62272;-122.32742;1992;1;10;31152;0;31152;Multifamily Housing;34;1170864.125;1170864.125;317841.4063
22372;Multifamily LR (1-4);Low-Rise Multifamily;1400 TAYLOR CONDOMINIUM;47.63162;-122.34582;1984;1;3;23210;0;23210;Multifamily Housing;69;601818.625;638577.1875;176382.9063
22390;Multifamily LR (1-4);Low-Rise Multifamily;Fremont Vista;47.65246;-122.35029;1979;1;4;27533;0;27533;Multifamily Housing;61;864420.875;939832.6875;194948.7031
22395;Multifamily LR (1-4);Low-Rise Multifamily;Lilac Lodge;47.55609;-122.28651;1969;1;3;30216;0;30216;Multifamily Housing;53;987987.3125;1054259.75;289562.5
22397;Multifamily MR (5-9);Mid-Rise Multifamily;Fujisada Condominium;47.59802;-122.32599;1999;1;8;35364;3029;32335;Multifamily Housing;100;637053.1875;709126.1875;79980.39844
22414;Multifamily LR (1-4);Low-Rise Multifamily;Russell Park;47.66634;-122.38004;1960;1;4;41076;0;41076;Multifamily Housing;88;913117.6875;986329.5;267619.4063
22418;Multifamily LR (1-4);Low-Rise Multifamily;Central Park;47.66662;-122.38034;1960;1;4;24948;0;24948;Multifamily Housing;98;616130;663515.875;180577.4063
22420;NonResidential;Other;SUNSET;47.67482;-122.37316;1942;1;2;30087;0;30087;Other;;5274642;5205994.5;1545908.875
22438;NonResidential;Worship Facility;Quest Church;47.66327;-122.37439;1975;1;1;40445;0;40445;Worship Facility;92;786253.6875;911009.375;79489.70313
22440;NonResidential;Retail Store;Office Max #560;47.66318;-122.37283;1996;1;1;23500;0;23500;Retail Store;53;1137967.5;1149592;299496.9063
22454;NonResidential;Retail Store;Ballard Goodwill;47.67518;-122.36549;1967;1;1;22420;0;22420;Retail Store;82;1404253.75;1524765.875;271811.8125
22460;Multifamily LR (1-4);Low-Rise Multifamily;Gilmanor Apartments;47.65661;-122.38781;1968;1;4;23728;0;23728;Multifamily Housing;73;639566.875;671959.125;187446.2969
22470;Multifamily LR (1-4);Low-Rise Multifamily;Tempo Apts;47.64823;-122.38276;2007;1;4;42763;0;42763;Multifamily Housing;58;986353.125;1037693.375;257880.4063
22479;NonResidential;Supermarket / Grocery Store;70500811 -- Interbay;47.64909;-122.37788;1961;1;1;25842;0;25842;Supermarket/Grocery Store;35;8518313;8746499;1364887.75
22748;Multifamily LR (1-4);Low-Rise Multifamily;GREENWOOD ARMS;47.69757;-122.35576;1979;1;3;20448;0;20448;Multifamily Housing;86;448600.5;483339;131477.2969
22480;NonResidential;Small- and Mid-Sized Office;3257 16TH AVE W;47.65018;-122.37787;1992;1;3;26389;0;26389;Office;;1208035.375;1186733.125;354054.9063
22486;NonResidential;Small- and Mid-Sized Office;Canal Building;47.65252;-122.37587;1982;1;3;25859;0;25859;Office;88;858780.625;916019.375;195107.5938
22502;NonResidential;Warehouse;Commodore;47.66238;-122.38831;1974;1;1;25600;0;25600;Non-Refrigerated Warehouse;1;1730600.625;1943594.875;366239.3125
22504;NonResidential;Other;MER Equipment,Inc.;47.66126;-122.38751;1965;1;1;23169;0;23169;Manufacturing/Industrial Plant;;222255.9063;222255.9063;65139.5
22509;NonResidential;Small- and Mid-Sized Office;Salmon Bay Landing;47.66106;-122.38576;2008;1;4;41784;8399;33385;Office;89;1294615.25;1294615.25;379430
22511;NonResidential;Warehouse;West Commodore;47.66206;-122.38948;1960;1;1;56884;0;56884;Non-Refrigerated Warehouse;71;1388345.125;1577967.75;230206.2969
22512;Multifamily MR (5-9);Mid-Rise Multifamily;Gilman's Fairway;47.64154;-122.37565;2000;0;6;34582;0;34582;Multifamily Housing;;1083156.5;1137640.75;317455
22517;Multifamily LR (1-4);Low-Rise Multifamily;Crown Point;47.69101;-122.37497;1988;1;3;23835;0;23835;Multifamily Housing;93;555153.125;598562.625;162706.0938
22519;NonResidential;Retail Store;1023-Crown Hill (Relo);47.6917;-122.37617;1989;1;1;32810;0;32810;Retail Store;66;2017967.75;2168833;385776
22521;Multifamily LR (1-4);Low-Rise Multifamily;Garden Court Apartments;47.61927;-122.30764;1999;1;3;42260;0;42260;Multifamily Housing;64;841821;876593.6875;246723.5938
22524;Multifamily LR (1-4);Low-Rise Multifamily;Littlefield;47.61994;-122.30765;1910;1;3;22704;0;22704;Multifamily Housing;84;1287159.25;1425111.625;54121.39844
22547;NonResidential;Self-Storage Facility;Mahoney Warehouse;47.64455;-122.37581;1980;1;3;30989;0;30989;Self-Storage Facility;;97690.39844;98862.89844;28631.40039
