OSEBuildingID;BuildingType;PrimaryPropertyType;PropertyName;Latitude;Longitude;YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking;PropertyGFABuilding(s);LargestPropertyUseType;ENERGYSTARScore;SiteEnergyUse(kBtu);SiteEnergyUseWN(kBtu);Electricity(kWh)
1;NonResidential;Hotel;Mayflower park hotel;47.6122;-122.33799;1927;1;12;88434;0;88434;Hotel;60;7226362.5;7456910;1156514.25
2;NonResidential;Hotel;Paramount Hotel;47.61317;-122.33393;1996;1;11;103566;15064;88502;Hotel;61;8387933;8664479;950425.1875
3;NonResidential;Hotel;5673-The Westin Seattle;47.61393;-122.3381;1969;1;41;956110;196718;759392;Hotel;43;72587024;73937112;14515435
5;NonResidential;Hotel;HOTEL MAX;47.61412;-122.33664;1926;1;10;61320;0;61320;Hotel;56;6794584;6946800.5;811525.3125
8;NonResidential;Hotel;WARWICK SEATTLE HOTEL (ID8);47.61375;-122.34047;1980;1;18;175580;62000;113580;Hotel;75;14172606;14656503;1573448.625
9;Nonresidential COS;Other;West Precinct;47.61623;-122.33657;1999;1;2;97288;37198;60090;Police Station;;12086616;12581712;2160443.75
10;NonResidential;Hotel;Camlin;47.6139;-122.33283;1926;1;11;83008;0;83008;Hotel;27;5758795;6062767.5;823919.875
11;NonResidential;Other;Paramount Theatre;47.61327;-122.33136;1926;1;8;102761;0;102761;Other - Entertainment/Public Assembly;;6298131.5;7067881.5;1065842.75
12;NonResidential;Hotel;311wh-Pioneer Square;47.60294;-122.33263;1904;1;15;163984;0;163984;Hotel;43;13723820;14194054;2138897.75
13;Multifamily MR (5-9);Mid-Rise Multifamily;Lyon Building;47.60284;-122.33184;1910;1;6;63712;1496;62216;Multifamily Housing;1;4573777;4807679.5;742091.1875
15;NonResidential;Hotel;Hotel Monaco Seattle;47.60695;-122.33414;1969;1;11;153163;19279;133884;Hotel;30;16016644;16646930;1813489.875
16;NonResidential;Hotel;5679-W Seattle;47.60713;-122.33323;1998;1;25;333176;61161;272015;Hotel;36;26941110;27070114;5299838.5
17;NonResidential;Hotel;Executive Pacific Plaza;47.60699;-122.33346;1928;1;9;65009;0;65009;Hotel;48;6596057.5;6358719.5;393610.6875
18;NonResidential;Hotel;Crowne Plaza Hotel Seattle;47.60809;-122.33212;1980;1;33;315952;57600;258352;Hotel;58;22325364;22524948;4075083
19;NonResidential;Hotel;Hotel Vintage Seattle;47.60755;-122.33244;1922;1;11;92190;25200;66990;Hotel;35;10750010;11179203;1123203.125
21;Nonresidential COS;Other;The Seattle Public Library - Central Library;47.60649;-122.33297;2004;1;11;412000;57000;355000;Library;;18588860;18706912;5231916
22;NonResidential;Other;Downtown Seattle YMCA;47.60546;-122.33279;1930;1;6;103911;0;103911;Fitness Center/Health Club/Gym;;9956396;10192124;1305354.125
23;NonResidential;Hotel;Renaissance Seattle Hotel;47.60681;-122.33078;1983;1;28;416281;85000;331281;Hotel;31;33556756;34351920;6220773
24;NonResidential;Mixed Use Property;The Rainier Club;47.60515;-122.33159;1907;1;5;57452;0;57452;Social/Meeting Hall;;7606084.5;7877219;1103397.125
25;NonResidential;Hotel;Arctic Club Seattle;47.60376;-122.33194;1916;1;10;104352;0;104352;Hotel;39;10154608;10154608;1731644.125
26;NonResidential;Other;King County Courthouse;47.60265;-122.33051;1916;1;10;540360;0;540360;Courthouse;76;44984468;47023088;7138872.5
27;NonResidential;Other;King County Correctional Facility;47.60378;-122.32842;1985;1;19;385274;0;385274;Other;;47859812;49539212;5351014.5
28;SPS-District K-12;K-12 School;Graham Hill Elementary;47.54576;-122.26853;1961;1;2;56228;0;56228;K-12 School;95;1539478.5;1713623.5;274605.9063
29;NonResidential;Hotel;WATERTOWN HOTEL;47.65959;-122.31755;2001;1;6;88592;30586;58006;Hotel;84;3663534.5;3673186.75;664194.375
30;NonResidential;University;Main Campus Center;47.61816;-122.33629;1928;1;7;126593;0;126593;College/University;;11343686;12183313;1362096.75
31;NonResidential;Other;Seattle Honda;47.615;-122.33081;1930;1;2;67224;0;67224;Automobile Dealership;;1310236.625;1310236.625;384008.3125
32;NonResidential;Hotel;Homewood Suites;47.61301;-122.32929;1991;1;8;158676;30301;128375;Hotel;;5328051.5;5424942;167733.5
33;NonResidential;Hotel;Marriott Springhill Suites (33);47.61784;-122.32966;2001;1;10;171866;38281;133585;Hotel;57;11061916;11171407;1644403.75
34;SPS-District K-12;K-12 School;Meany Building;47.62266;-122.30547;1955;1;1;126351;0;126351;K-12 School;;0;0;0
35;NonResidential;Hotel;Hotel Five;47.61558;-122.34186;1978;1;5;68410;16200;52210;Hotel;57;4456714.5;4557974;687675.625
36;SPS-District K-12;K-12 School;Jane Addams Middle;47.70994;-122.29301;1949;1;2;160645;0;160645;K-12 School;75;6779173;7800349.5;570809.1875
37;SPS-District K-12;K-12 School;John Hay Elementary;47.6329;-122.35172;1989;1;2;51582;0;51582;K-12 School;;0;0;438691.6875
38;NonResidential;Small- and Mid-Sized Office;Good Shepherd Center;47.6641;-122.33118;1906;1;3;87262;0;87262;Office;;4145920.5;4703690;396495.6875
40;NonResidential;Hotel;Silver Cloud University;47.66583;-122.29965;1994;1;4;81871;0;81871;Hotel;29;6668568.5;6731281.5;884056
41;NonResidential;Self-Storage Facility;08781-University Village;47.66172;-122.29598;1955;1;2;110356;0;110356;Self-Storage Facility;;318364.8125;326223.0938;82434
43;Campus;Mixed Use Property;Plant 2 Site;47.53493;-122.31788;1992;1;3;494835;0;494835;Office;8;448385312;471613856;44102076
46;NonResidential;Warehouse;Seattle 11-13;47.51138;-122.28875;1961;3;2;714095;0;714095;Non-Refrigerated Warehouse;;44731160;44110016;13109951
50;SPS-District K-12;K-12 School;Lawton Elementary;47.65671;-122.39047;1990;1;2;54986;0;54986;K-12 School;97;1650279.25;1802471.375;356855
51;SPS-District K-12;K-12 School;Eckstein Middle;47.68252;-122.29498;1950;1;2;175565;0;175565;K-12 School;88;6399127.5;7329817.5;468840.5
52;NonResidential;Small- and Mid-Sized Office;SBC52;47.66587;-122.38476;1961;1;2;94900;0;94900;Office;57;6186461.5;6536359.5;1257791.75
53;NonResidential;Small- and Mid-Sized Office;El Centro de la Raza;47.58034;-122.31132;1900;1;2;52554;0;52554;Office;83;2951331.25;3150635.5;462998
54;NonResidential;K-12 School;Blanchet High School;47.68891;-122.33553;1954;1;3;175015;0;175015;K-12 School;95;6994740.5;7886505.5;785386.6875
55;NonResidential;Self-Storage Facility;Vine Street;47.61351;-122.35129;1911;1;3;70586;0;70586;Self-Storage Facility;;2158629;2331573.25;439691.9063
56;NonResidential;Hotel;Seattle Hilton Hotel;47.60946;-122.33337;1969;1;24;332210;205970;126240;Hotel;67;16163194;16163194;3576906.75
57;NonResidential;Large Office;5th and Pine;47.6113;-122.33659;1973;1;5;168115;0;168115;Office;78;9536161;9536161;2794888.75
58;NonResidential;Other;1525 4th Avenue;47.61076;-122.33765;1920;1;2;57428;0;57428;Other - Mall;;1247362;1239429.75;209536.5938
59;NonResidential;Small- and Mid-Sized Office;Gibraltar Tower;47.61048;-122.33794;1910;1;8;59400;0;59400;Office;14;5071974;5242479.5;1486510.375
60;NonResidential;Mixed Use Property;Mann Building;47.60886;-122.33744;1926;1;2;52549;0;52549;Other - Entertainment/Public Assembly;;15026196;15683742;1357696.125
62;NonResidential;Hotel;Roosevelt Hotel;47.61233;-122.33432;1930;1;20;98634;10043;88591;Hotel;71;4841347.5;5078816;1257344.25
63;NonResidential;Hotel;Sheraton Seattle Hotel;47.61087;-122.33339;1982;1;34;994212;146694;847518;Hotel;63;80469216;82318072;13348631
65;NonResidential;Hotel;Inn at the Market;47.60997;-122.34138;1985;1;7;71150;0;71150;Hotel;98;5348309;5348309;950732.8125
66;NonResidential;Hotel;Moore Hotel INC;47.61155;-122.34114;1908;1;7;122810;0;122810;Hotel;99;5401277.5;6088417.5;379121.0938
67;NonResidential;Hotel;QUALITY INN;47.61986;-122.34413;1959;1;5;113173;42546;70627;Hotel;86;5284343.5;5428403.5;863036.3125
68;NonResidential;Hotel;Rainier Hospitality;47.62001;-122.34274;2000;1;7;150453;34735;115718;Hotel;84;6715187;6835263.5;995342.5
69;NonResidential;Hotel;Sequim Lodging Corp;47.62025;-122.34314;1997;1;6;116300;28200;88100;Hotel;80;5827595.5;5941927;934483.3125
70;NonResidential;Hotel;Homewood Suites by Hilton Seattle Downtonw;47.62023;-122.35951;1998;1;6;155602;36744;118858;Hotel;81;6836900;6849826.5;1336148.125
73;NonResidential;K-12 School;Seattle Hebrew Academy;47.63442;-122.30793;1911;1;3;56072;0;56072;K-12 School;76;3234787.75;3800842.5;161743.0938
77;NonResidential;Hotel;Comfort Suites Seattle Center;47.62519;-122.34456;1999;1;4;122942;44891;78051;Hotel;94;5337334;5387530;710354.5
82;NonResidential;Small- and Mid-Sized Office;Dept of Social & Health Services;47.60823;-122.30956;1962;1;2;54984;0;54984;Office;71;3375211;3630147.25;579786
84;NonResidential;Senior Care Community;PSSA - The Mount;47.55837;-122.37751;1922;1;5;217603;0;217603;Senior Care Community;54;42792072;45547252;3465642.5
85;NonResidential;Senior Care Community;Foss Home and Village;47.72426;-122.35599;1970;1;2;93397;0;93397;Senior Care Community;1;16402563;16959754;1664565.75
86;NonResidential;Hotel;SCCA - ALLIANCE HOUSE;47.61988;-122.33211;2008;1;6;84103;20732;63371;Hotel;74;3706100.25;3787499;824351.625
87;SPS-District K-12;K-12 School;Arbor Heights Elementary;47.5097;-122.37759;1948;1;2;53352;0;53352;K-12 School;;0;0;176088.0938
89;NonResidential;Medical Office;Polyclinic North && South;47.61244;-122.3214;1965;0;3;179014;0;179014;Medical Office;48;16701055;16527711;2897562.75
95;NonResidential;Hotel;Sorrento Hotel;47.60898;-122.32693;1908;1;7;76631;0;76631;Hotel;71;7258758.5;7250730.5;779819
96;NonResidential;Mixed Use Property;Central Seattle;47.60845;-122.32637;1983;1;6;99780;9341;90439;Medical Office;;15473117;15684371;2973421.25
98;NonResidential;Retail Store;Firestone Store#012432;47.62237;-122.33805;1929;1;2;58320;0;58320;Retail Store;96;1049748.625;1243027.75;106038.5
100;NonResidential;Large Office;City Place III - SEDO;47.62424;-122.33646;2010;1;5;316306;0;316306;Office;96;13795954;13909270;3772301
102;NonResidential;Hotel;Residence Inn Seattle - Lake Union;47.62642;-122.33325;1990;1;7;282863;44766;238097;Hotel;37;19459304;20194606;3218245
103;Nonresidential COS;Other;Key Arena;47.62208;-122.35398;1962;1;1;389000;0;389000;Other;;23658978;23736924;4226010
104;Nonresidential COS;Other;Bagley Wright Theatre;47.62208;-122.35398;1962;1;1;91213;0;91213;Other;;8141155.5;8181881;1100268.125
106;Nonresidential COS;Other;Armory;47.62208;-122.35398;1938;1;5;396085;0;396085;Other;;20955026;21257836;2125534.75
107;NonResidential;Large Office;City Place IV - SEDO;47.62112;-122.33629;2010;1;12;571329;0;571329;Office;91;39605888;40153432;9439097
110;Nonresidential COS;Other;Exhibition Hall;47.62395;-122.35077;1962;1;2;52000;0;52000;Other;;2726369;2682242.75;379058.9063
111;Nonresidential COS;Other;Mercer Arena;47.62395;-122.35077;1928;1;1;60696;0;60696;Other;;875943.3125;875943.3125;256724.2969
112;Nonresidential COS;Other;McCaw Hall;47.62395;-122.35143;1928;1;2;262048;0;262048;Other;;20723248;20823520;3960341.75
113;NonResidential;Small- and Mid-Sized Office;KCTS9;47.62391;-122.34837;1986;0;2;66240;2352;63888;Office;;4166306.25;4192107.75;1221074.25
114;NonResidential;Large Office;Bill and Melinda Gates Foundation;47.62419;-122.34443;2010;1;6;920598;303707;616891;Office;93;36667044;38105108;8088294.5
115;NonResidential;Small- and Mid-Sized Office;J.G. Scripps Building;47.62053;-122.35842;1970;1;4;76213;25930;50283;Office;68;3476212.5;3647345.75;863039.875
116;NonResidential;Hotel;MEDITERRANEAN INN (ID#116);47.62291;-122.35708;2002;1;6;96910;36934;59976;Hotel;56;5155568.5;5274523;772863.625
117;NonResidential;Hotel;UNIVERSITY INN;47.65772;-122.31756;1962;2;4;50017;0;50017;Hotel;53;5448975;5528580.5;623770.6875
118;SPS-District K-12;K-12 School;Pathfinder K-8;47.5636;-122.358;1999;1;3;74468;0;74468;K-12 School;;0;0;497706.8125
119;NonResidential;K-12 School;St. Joseph K-8 School;47.62548;-122.30828;1923;1;3;67743;0;67743;K-12 School;34;2646879;3036464;392082.5938
120;NonResidential;K-12 School;Holy Names Academy;47.62644;-122.30429;1908;1;6;194104;0;194104;K-12 School;100;6219841.5;7204080;553309.6875
121;NonResidential;Small- and Mid-Sized Office;2100 Building;47.58408;-122.30125;2003;1;3;99433;35752;63681;Office;63;4897760;4980737.5;1435451.25
122;SPS-District K-12;K-12 School;John Muir Elementary;47.57324;-122.29058;1991;1;2;58933;0;58933;K-12 School;;0;0;687906.875
125;SPS-District K-12;K-12 School;Mercer International Middle;47.56413;-122.31208;1957;1;1;130862;0;130862;K-12 School;61;6456026;7300977.5;663194.5
127;SPS-District K-12;K-12 School;Orca K-8 School;47.55478;-122.27596;1989;1;3;59955;0;59955;K-12 School;93;1633399.375;1749171.25;420989.4063
130;SPS-District K-12;K-12 School;McClure Middle;47.63683;-122.35896;1964;1;2;93218;0;93218;K-12 School;86;2887392;3216155;435743.8125
131;NonResidential;Other;Lakeview;47.67524;-122.31534;1941;1;4;56521;0;56521;Other;;6357632;6367210;1863315.125
132;NonResidential;Other;Roosevelt Square;47.67559;-122.31769;1929;1;2;206934;0;206934;Other;;4253577.5;4384625.5;586489.8125
136;NonResidential;Hotel;Holiday Inn Express North Seattle Shoreline;47.73141;-122.3458;2001;1;4;51390;0;51390;Hotel;89;3611538;3616214;409815
137;SPS-District K-12;K-12 School;Broadview-Thomson K-8;47.72463;-122.35315;1963;1;2;131013;0;131013;K-12 School;88;3894584.5;4290831.5;520365.6875
138;SPS-District K-12;K-12 School;Ingraham High;47.7257;-122.33684;1959;1;1;245587;0;245587;K-12 School;92;11765682;12870916;1150648.125
139;NonResidential;Hotel;7066-Seattle-Northgate;47.72551;-122.3423;2002;1;3;69138;0;69138;Hotel;78;3242458;3323400.5;528396.6875
140;SPS-District K-12;K-12 School;B.F. Day Elementary;47.65464;-122.34912;1991;1;3;66588;0;66588;K-12 School;;0;0;616730.8125
144;NonResidential;Hotel;Alexis Hotel;47.6048;-122.3368;1904;1;5;190980;0;190980;Hotel;98;6505995;6505995;1290419.25
145;Nonresidential COS;Other;Benaroya Hall;47.60804;-122.3367;1998;1;6;284100;0;284100;Other - Entertainment/Public Assembly;;14641502;14881950;2873101.25
147;NonResidential;Hospital;Swedish Ballard;47.66737;-122.37956;1954;4;5;285333;0;285333;Hospital (General Medical & Surgical);14;68090728;47602720;10327434
148;SPS-District K-12;K-12 School;West Woodland Elementary;47.6706;-122.36225;1991;1;2;55513;0;55513;K-12 School;93;1513570.75;1598852.625;443602.1875
163;Nonresidential COS;Other;Fire Station 10/FAC/EOC;47.60112;-122.32785;2006;1;4;61156;0;61156;Other;;9363374;9550716;2036128.25
167;NonResidential;Other;Wing Luke Museum;47.59809;-122.32283;1910;1;4;72820;13820;59000;Museum;;2010454.625;2095175.25;384428.3125
168;NonResidential;Hotel;Hampton Inn Seattle Center;47.62614;-122.3467;1996;1;4;162222;14200;148022;Hotel;76;7946961;8016521;1230205.625
169;SPS-District K-12;K-12 School;Franklin High;47.57589;-122.29365;1990;1;4;289588;0;289588;K-12 School;90;8819852;9542598;1890317.75
170;NonResidential;University;SCCC FINE ARTS BUILDING;47.61495;-122.32177;1915;1;3;63330;0;63330;College/University;;3059758;3284214.5;560100.6875
172;Campus;University;SSCC MAIN CAMPUS;47.547;-122.35307;1970;27;2;441071;0;441071;College/University;;38301744;41151732;7419277.5
173;NonResidential;Small- and Mid-Sized Office;Seattle Children's Hospital 70th/Sand Point Way Administrative Offices;47.67828;-122.26456;2002;1;2;96300;0;96300;Office;;16319835;16274449;4095456
174;Nonresidential COS;Other;CSC Vehicle Maintenance (E);47.59545;-122.32146;1950;1;1;67356;0;67356;Repair Services (Vehicle, Shoe, Locksmith, etc);;7475577.5;8086930.5;1225674.375
175;SPS-District K-12;K-12 School;Garfield High;47.60598;-122.30156;2008;1;3;254523;0;254523;K-12 School;60;13567774;14810159;2296326.25
176;SPS-District K-12;K-12 School;Emerson Elementary;47.51482;-122.25864;2001;1;3;78804;0;78804;K-12 School;92;2499140;2677620.75;482184.6875
177;SPS-District K-12;K-12 School;Madrona K-8;47.61224;-122.29087;2002;1;3;66994;0;66994;K-12 School;79;2371304.5;2579774.5;534831.5
178;SPS-District K-12;K-12 School;Van Asselt Elementary;47.52915;-122.28904;2000;1;3;98357;0;98357;K-12 School;88;3456131.5;3783580.25;564791.125
179;NonResidential;Small- and Mid-Sized Office;Seattle's Union Gospel Mission - Admin;47.53827;-122.28406;1958;1;1;54765;0;54765;Office;;4253369.5;4503671.5;1046112.813
180;NonResidential;Other;Hope Place;47.53722;-122.284;2009;1;5;89821;0;89821;Other - Lodging/Residential;;1950092.5;2220796.5;19771.90039
182;NonResidential;University;Otto Miller Hall;47.65147;-122.36122;1980;1;2;52611;0;52611;College/University;;4116871.5;4390158;726633.375
183;NonResidential;Residence Hall;Emerson Hall;47.65068;-122.36331;2001;1;4;139600;37500;102100;Residence Hall/Dormitory;89;4448582.5;4800620.5;678868.1875
185;SPS-District K-12;K-12 School;Nathan Hale High;47.70763;-122.29453;2011;1;2;236758;0;236758;K-12 School;96;8355988.5;9287467;1403853.5
187;NonResidential;Other;Youth Services Center;47.60462;-122.31549;1971;3;6;250981;0;250981;Other;;13071700;14196194;2390094.5
189;SPS-District K-12;K-12 School;Greenwood Elementary;47.68725;-122.35996;2002;1;3;62526;0;62526;K-12 School;96;1986094.875;2192411;326608.6875
338;NonResidential;Other;Jack R. McDonald Building;47.61598;-122.33448;2004;1;11;299070;68432;230638;Other;;65336980;66000296;8983483
190;NonResidential;Small- and Mid-Sized Office;Emerald Services;47.536;-122.31768;2007;1;3;64015;0;64015;Office;21;3242077.75;3375016.25;778834
194;NonResidential;Retail Store;Northgate Mall;47.70759;-122.3255;1951;1;1;530039;0;530039;Retail Store;98;27717034;28763498;4755137.5
195;NonResidential;Other;Seattle-Northgate;47.7066;-122.321;1964;1;3;54224;0;54224;Other/Specialty Hospital;;7265178;7668810;980312.8125
197;NonResidential;Retail Store;Nordstrom Northgate 002;47.70619;-122.32586;1965;1;4;124342;0;124342;Retail Store;76;8765978;8729918;2536231.25
198;NonResidential;Hospital;Seattle Children's Hospital Main Campus;47.66231;-122.28146;1953;6;10;879000;0;879000;Hospital (General Medical & Surgical);10;253832464;257764208;33892500
200;NonResidential;Other;Verity Credit Union;47.70956;-122.3345;1996;1;3;55442;0;55442;Financial Office;72;3191228.25;3313397;544942.8125
205;SPS-District K-12;K-12 School;Ballard High;47.67661;-122.37489;1999;1;2;242795;0;242795;K-12 School;80;9157150;9708318;2303477
209;NonResidential;Self-Storage Facility;Madison Self Storage;47.61233;-122.3171;1910;1;5;84870;0;84870;Self-Storage Facility;;1381590.125;1617801.25;141452.2031
211;Campus;University;NSCC MAIN CAMPUS;47.69936;-122.33401;1970;11;2;694072;111625;582447;College/University;;35891484;37410800;9803878
212;SPS-District K-12;K-12 School;Aki Kurose Middle;47.54632;-122.28198;1952;1;2;173185;0;173185;K-12 School;79;6127771.5;7034167.5;527763
214;SPS-District K-12;K-12 School;Boren Building;47.54862;-122.36214;1963;1;1;145341;0;145341;K-12 School;75;5499097;6337972;546590.625
215;NonResidential;Warehouse;Rainier Bottling Plant;47.55152;-122.31869;1904;1;4;114297;0;114297;Non-Refrigerated Warehouse;61;2100097.75;2415462.5;267431
216;SPS-District K-12;K-12 School;Rainier Beach High;47.52407;-122.26586;1960;1;2;184125;0;184125;K-12 School;86;8800292;10067991;879209.3125
217;SPS-District K-12;K-12 School;Whitman Middle;47.69675;-122.3776;1959;1;1;160270;0;160270;K-12 School;;0;0;0
220;NonResidential;Warehouse;8109;47.55901;-122.33328;1937;1;1;234144;0;234144;Non-Refrigerated Warehouse;87;6744317;7874958.5;385937
223;NonResidential;Retail Store;Westwood Village - Building A;47.52254;-122.36627;1966;1;1;64984;0;64984;Retail Store;72;2944296.25;3016373.5;766027.8125
224;NonResidential;Retail Store;Westwood Village - Building B;47.52254;-122.36627;1965;1;1;67745;0;67745;Retail Store;37;9230223;9589728;769080.3125
225;SPS-District K-12;K-12 School;Denny/Sealth Campus;47.52915;-122.36511;2010;1;2;367884;0;367884;K-12 School;97;12265516;13279344;2404753.75
226;SPS-District K-12;K-12 School;Roxhill Elementary;47.51778;-122.37074;1958;1;1;46797;0;46797;K-12 School;86;2075891;2380144.5;233647.0938
227;SPS-District K-12;K-12 School;Washington Middle;47.59796;-122.30415;1963;1;3;136188;0;136188;K-12 School;;0;0;0
228;NonResidential;Other;Webster Building;47.67767;-122.39631;1973;1;3;56000;0;56000;Other;;1851260.5;2088978.125;247615.5938
229;SPS-District K-12;K-12 School;Martin Luther King Jr. Elementary;47.54174;-122.27691;2004;1;2;67371;0;67371;K-12 School;92;2128459;2260359.75;423604.5938
230;NonResidential;Self-Storage Facility;U-Haul Moving and Storage of West Seattle;47.54508;-122.37737;1969;1;2;52088;0;52088;Self-Storage Facility;;1377519.5;1576122.875;153506.7031
231;SPS-District K-12;K-12 School;Hamilton International Middle;47.65708;-122.33803;2010;1;3;127776;0;127776;K-12 School;75;4748137;4998584.5;1093179.875
232;NonResidential;Hotel;Silver Cloud Inn;47.62972;-122.32906;1998;1;5;123920;30000;93920;Hotel;79;9373179;9676783;1195550.25
233;Nonresidential COS;Other;Armory Building;47.62759;-122.33661;1900;1;1;50000;0;50000;Museum;;7548807;7942537.5;1113108
234;Nonresidential COS;Warehouse;SCL Roy Street Warehouse;47.62591;-122.34084;1926;1;2;50292;0;50292;Non-Refrigerated Warehouse;;430473.6875;430473.6875;126164.6016
235;NonResidential;Hotel;311jk-Seattle Downtown/Lake Union CY;47.62782;-122.34045;1998;1;7;207656;54341;153315;Hotel;76;11171988;11754087;1620980.875
237;SPS-District K-12;K-12 School;Whittier Elementary;47.68359;-122.37308;1999;1;2;67235;0;67235;K-12 School;89;2284133.75;2443194;458595.4063
238;Nonresidential COS;Small- and Mid-Sized Office;North Service Center;47.70044;-122.34136;1957;1;2;91130;0;91130;Office;;9472358;10005492;2079127.75
239;SPS-District K-12;K-12 School;Gatewood Elementary;47.54025;-122.3885;1991;1;3;58118;0;58118;K-12 School;97;1407277.25;1519074.75;339524.3125
241;NonResidential;Hotel;Hotel Nexus;47.70916;-122.33216;1968;1;4;64893;0;64893;Hotel;70;6197825;6211749.5;768038.625
242;SPS-District K-12;K-12 School;Olympic View Elementary;47.69823;-122.32126;1989;1;2;52792;0;52792;K-12 School;;0;0;0
243;SPS-District K-12;K-12 School;Van Asselt Building - Old;47.53809;-122.29591;1925;1;1;70762;0;70762;K-12 School;87;3606416;4138032.75;143935
244;NonResidential;Small- and Mid-Sized Office;Washington Park Building;47.60105;-122.33518;1900;1;3;44558;0;44558;Office;78;1677002.25;1722053;386177.4063
245;NonResidential;Other;CenturyLink;47.59544;-122.33159;1999;1;6;1585960;327680;1258280;Other - Entertainment/Public Assembly;;59757440;62160304;14490010
247;Nonresidential COS;Distribution Center;SCL SSC Building A;47.57199;-122.32811;1924;1;2;179161;0;179161;Distribution Center;;9436408;10168523;2570956.75
248;Nonresidential COS;Warehouse;SCL SSC Building B;47.57199;-122.32811;1965;1;2;58640;0;58640;Non-Refrigerated Warehouse;;3928695.25;4327563.5;1151434.625
249;NonResidential;Other;Safeco Field;47.59085;-122.33354;1999;1;3;1172127;0;1172127;Other - Entertainment/Public Assembly;;58761304;57406988;11905739
250;NonResidential;Hotel;Silver Cloud Hotel - Stadium;47.59269;-122.33372;2005;1;9;168449;14567;153882;Hotel;64;12726789;12871628;1826563
257;NonResidential;Warehouse;Harbor Island: Warehouse E - DNRP-SWD;47.57507;-122.35747;1916;0;4;79600;0;79600;Non-Refrigerated Warehouse;34;2411402.25;2411402.25;706741.5
260;SPS-District K-12;K-12 School;Lincoln Building;47.65996;-122.33962;1997;1;4;241066;0;241066;K-12 School;79;7791957;8886716;907478.3125
261;Campus;Large Office;South Park;47.52429;-122.31234;1980;14;2;334368;31874;302494;Office;;53466684;54136068;13282936
263;NonResidential;Other;Building 1;47.70281;-122.32532;2008;1;6;419848;335109;84739;Parking;;9134963;9238992;2050189.25
264;NonResidential;Mixed Use Property;TriBeCa;47.6239;-122.35756;2002;1;4;110785;0;110785;Multifamily Housing;;10557910;10864032;2971733.5
265;Multifamily MR (5-9);Mid-Rise Multifamily;YWCA Opportunity Place;47.61316;-122.34153;2003;1;7;116947;0;116947;Multifamily Housing;;10040121;10442680;1612727.625
267;NonResidential;Hotel;Grand Hyatt Seattle;47.61275;-122.3333;1999;1;0;934292;0;934292;Hotel;;65047284;66502836;11536962
268;NonResidential;Hospital;Swedish Cherry Hill;47.60705;-122.30966;1990;6;5;597519;0;597519;Hospital (General Medical & Surgical);34;143423024;147299056;17220084
273;SPS-District K-12;K-12 School;Highland Park Elementary;47.52518;-122.34828;1999;1;1;71714;0;71714;K-12 School;87;2371358;2470597.75;569817.125
274;NonResidential;Warehouse;27020-Seattle / Stone Way North;47.65097;-122.34227;1991;1;3;75397;8161;67236;Non-Refrigerated Warehouse;91;549181.375;571637.5;124086
276;NonResidential;Hospital;Harborview Medical Center;47.60399;-122.32377;2000;9;8;1158691;0;1158691;Hospital (General Medical & Surgical);29;293090784;296671744;49438336
278;NonResidential;Senior Care Community;ID Village Square 1;47.59626;-122.3218;1999;1;5;102796;12611;90185;Senior Care Community;;10105379;10281401;2177261.5
279;SPS-District K-12;K-12 School;West Seattle High;47.57678;-122.38459;2002;1;2;208981;0;208981;K-12 School;80;8164853;9030149;1434598.625
280;Multifamily MR (5-9);Mid-Rise Multifamily;Wintonia;47.6136;-122.32785;1909;1;6;51976;0;51976;Multifamily Housing;34;4189569.25;4480534.5;490372.4063
281;NonResidential;K-12 School;University HTS Grade School;47.66568;-122.31368;1928;1;2;55653;0;55653;K-12 School;98;1377627;1597907.25;1798.900024
282;NonResidential;Hotel;Hotel Deca;47.66151;-122.31457;1931;1;16;106860;0;106860;Hotel;49;11935719;12616417;1043886.875
283;NonResidential;Small- and Mid-Sized Office;Lake City Center;47.71895;-122.29475;1972;1;5;50759;0;50759;Office;62;3147042;3321734;749863.125
284;NonResidential;Worship Facility;University Congregational United Church of Christ;47.66182;-122.31113;1952;1;2;56772;0;56772;Worship Facility;46;2439484.75;2762805.5;285789.1875
285;NonResidential;Worship Facility;University Presbyterian Church;47.6626;-122.31164;1952;1;3;103000;0;103000;Worship Facility;42;4854429.5;5391782;685356
286;SPS-District K-12;K-12 School;Roosevelt High;47.67723;-122.31281;2006;1;3;269297;0;269297;K-12 School;80;10498344;11208195;2111361.25
287;SPS-District K-12;K-12 School;Bryant Elementary;47.67184;-122.29221;2001;1;3;75174;0;75174;K-12 School;77;2733846;3011741.75;465868.5
289;SPS-District K-12;K-12 School;Frantz Coe Elementary;47.64052;-122.3656;2003;1;3;75214;0;75214;K-12 School;88;2334260;2457326.25;508113.9063
290;SPS-District K-12;K-12 School;Madison Middle;47.57298;-122.39028;2005;1;3;134918;0;134918;K-12 School;91;3822102.5;4135198.25;848506.625
291;SPS-District K-12;K-12 School;Thurgood Marshall Elementary;47.59096;-122.29985;1991;1;2;64414;0;64414;K-12 School;67;2295176.5;2453255.5;672677.6875
292;SPS-District K-12;K-12 School;John Marshall Building;47.67725;-122.32232;1927;1;3;92437;0;92437;K-12 School;78;4626443;5280739;283665.3125
